,work_id,text_name,n_question_marks,man_occurs,genre_occurs,mattr_10,mattr_50,ttr,mattr_500,length,mean_sentence_length,mean_token_length,n_sentences
70,greek_biographies,Plutarch - Solon,0,False,False,0.966847645429363,0.8478887033945465,0.3411556342705335,0.5915079086115992,9034,12.58217270194986,5.131724595970777,718
71,greek_biographies,Plutarch - Agesilaus,0,False,False,0.970442353355026,0.8497590680434208,0.30421792618629173,0.5944630089146219,11380,12.519251925192519,5.282161687170475,909
72,greek_biographies,Plutarch - Demosthenes,0,False,False,0.9693199061939578,0.8507449022055764,0.3481675392670157,0.5830537061695517,7258,13.196363636363637,5.2540644805731604,550
73,greek_biographies,Plutarch - Comparison of Agesilaus and Pompey,0,False,False,0.9740574506283661,0.8785474860335196,0.5351736420302761,0.6221955128205128,1123,16.761194029850746,5.457702582368656,67
74,greek_biographies,Plutarch - Alexander,0,False,False,0.9315136903736871,0.7801932033810592,0.2585531695141369,0.5588491512006333,23237,9.53508411981945,4.904505745147825,2437
75,greek_biographies,Plutarch - Artaxerxes,0,False,False,0.9695579542534053,0.8445259622836477,0.34064946733410345,0.5952051563357104,7791,11.680659670164918,5.194326787318701,667
76,greek_biographies,Plutarch - Publicola,0,False,False,0.9640264026402641,0.8419895619168117,0.35436283741368485,0.5907560020432489,6372,11.46043165467626,5.168236032642812,556
77,greek_biographies,Plutarch - Tiberius and Caius Gracchus,0,False,False,0.9739475856376393,0.8510712805636138,0.3230594784042882,0.591198652466855,9701,12.969251336898395,5.252242036903412,748
78,greek_biographies,Plutarch - Marcus Cato _Maior_,0,False,False,0.9671920607122008,0.8531378299120235,0.3416141824119431,0.6028227863777089,8574,12.3012912482066,5.226498717051551,697
79,greek_biographies,Plutarch - Caius Marcius Coriolanus,0,False,False,0.9686417502278942,0.8556737516525984,0.31987451932807126,0.6014886496856017,9882,13.879213483146067,5.227787897186804,712
80,greek_biographies,Plutarch - Comparison of Alcibiades and Coriolanus,0,False,False,0.9684400360685302,0.8540318054256315,0.5008944543828264,0.5939644588045234,1118,13.152941176470588,5.35778175313059,85
81,greek_biographies,Plutarch - Demetrius,0,False,False,0.9668891446106636,0.847601385148134,0.3079576816927323,0.6021208449581507,13044,12.100185528756958,5.318767249310028,1078
82,greek_biographies,Flavius Josephus - Life,0,False,False,0.926532450331126,0.7796984337669233,0.2147320482948528,0.5247527875985859,18884,8.150194216659473,4.8266786697733535,2317
83,greek_biographies,Plutarch - Lysander,0,False,False,0.9788070175438598,0.8617720329024678,0.34840518752190675,0.5967826302729528,8559,13.542721518987342,5.360672975814932,632
84,greek_biographies,Plutarch - Crassus,0,False,False,0.9707348596750369,0.8559692364714604,0.3313347477170003,0.6074560046412686,10841,12.032186459489456,5.309934507886727,901
85,greek_biographies,Plutarch - Numa,0,False,False,0.968956356736243,0.8531570247933884,0.351908011119535,0.6018993931220499,7914,13.621342512908779,5.24109173616376,581
86,greek_biographies,Plutarch - Comparison of Solon and Publicola,0,False,False,0.9629969418960245,0.8464399574920297,0.5181818181818182,0.5865254582484725,990,15.23076923076923,5.184848484848485,65
87,greek_biographies,Plutarch - Camillus,0,False,False,0.9767501937483855,0.8626682796163484,0.31887799001892964,0.6044426863256316,11622,14.173170731707318,5.3193942522801585,820
88,greek_biographies,Plutarch - Lucullus,0,False,False,0.9733300241100553,0.8615104537050207,0.3133016795407838,0.6151453129591538,14111,12.610366398570152,5.44284600666147,1119
89,greek_biographies,Plutarch - Timoleon,0,False,False,0.974608677382078,0.8582572001265958,0.33343828715365237,0.5998531398826005,9528,14.957613814756671,5.492968094038623,637
90,greek_biographies,Plutarch - Brutus,0,False,False,0.9689923700149454,0.8508261658644363,0.3100927527118378,0.6004643704491532,12722,11.308444444444444,5.21521773306084,1125
91,greek_biographies,Plutarch - Phocion,0,False,False,0.9596213071746321,0.8351438065772888,0.32691431175934366,0.5815841488462005,8776,11.427083333333334,5.213422971741112,768
92,greek_biographies,Plutarch - Comparison of Nicias and Crassus,0,False,False,0.9739824421388668,0.8656553998351195,0.5142630744849446,0.6042070773263434,1262,16.17948717948718,5.31378763866878,78
93,greek_biographies,Plutarch - Marcellus,0,False,False,0.9719757385151072,0.8581383278799503,0.3473967684021544,0.6089444906692024,8912,12.897250361794502,5.354914721723519,691
94,greek_biographies,Plutarch - Otho,0,False,False,0.9720972923359338,0.8561324687355257,0.40828944355392716,0.6166928645294726,4367,12.477142857142857,5.449736661323563,350
95,greek_biographies,Plutarch - Aemilius Paulus,0,False,False,0.970832105314864,0.8609527566821186,0.3489399293286219,0.61683765094437,10188,13.511936339522546,5.357675696898312,754
96,greek_biographies,Plutarch - Comparison of Lucullus and Cimon,0,False,False,0.9614481409001958,0.8462729124236253,0.510184287099903,0.5771390977443608,1031,13.050632911392405,5.28709990300679,79
97,greek_biographies,Plutarch - Galba,0,False,False,0.9722650231124809,0.8612341085271319,0.36897984305277737,0.6164646666666667,6499,12.81854043392505,5.421603323588244,507
98,greek_biographies,Plutarch - Comparison of Pericles and Fabius Maximus,0,False,False,0.969758064516129,0.8656250000000001,0.5577689243027888,0.6138661417322835,753,15.6875,5.430278884462151,48
99,greek_biographies,Plutarch - Comparison of Lysander and Sulla,0,False,False,0.9720692368214005,0.8614459788789602,0.509375,0.5959001280409731,1280,13.763440860215054,5.30625,93
100,greek_biographies,Plutarch - Theseus,0,False,False,0.9711224489795919,0.8431589743589745,0.36119250859982166,0.5996103401360544,7849,11.98320610687023,5.219645814753472,655
101,greek_biographies,Plutarch - Cimon,0,False,False,0.9760343988317378,0.8642658827372203,0.38172391445236553,0.607012515423938,6172,13.807606263982104,5.340246273493195,447
102,greek_biographies,Philo Judaeus - De vita Mosis _lib i-ii_,0,False,False,0.9322293207800944,0.7885570017953322,0.2363503935904978,0.5729350531280186,35697,9.839305402425579,4.88455612516458,3628
103,greek_biographies,Plutarch - Pericles,0,False,False,0.9708281711617268,0.8580350138716158,0.33298419348695485,0.6045818254523643,10502,14.307901907356948,5.32603313654542,734
104,greek_biographies,Plutarch - Aratus,0,False,False,0.9726846613867788,0.8567439597859575,0.31236372446095456,0.6003027600134635,12383,13.866741321388577,5.321004603084875,893
105,greek_biographies,Plutarch - Comparison of Sertorius and Eumenes,0,False,False,0.9692874692874694,0.7957493188010898,0.5456730769230769,0.454,416,12.606060606060606,5.0889423076923075,33
106,greek_biographies,Plutarch - Caius Marius,0,False,False,0.9750278375770175,0.8608487826669646,0.3189910979228487,0.6110610892843387,13480,13.507014028056112,5.33093471810089,998
107,greek_biographies,Plutarch - Nicias,0,False,False,0.9725282859257693,0.859197196559414,0.3290724698922459,0.5986653284264526,9466,13.818978102189782,5.318930910627509,685
108,greek_biographies,Plutarch - Titus Flamininus,0,False,False,0.968739824161511,0.8574926253687316,0.37327263859535037,0.602313517338995,6151,13.699331848552339,5.268736790765729,449
109,greek_biographies,Plutarch - Comparison of Philopoemen and Titus,0,False,False,0.9690391459074733,0.8329885057471266,0.5446584938704028,0.5610277777777779,571,14.64102564102564,5.211908931698774,39
110,greek_biographies,Plutarch - Comparison of Aristides and Marcus Cato,0,False,False,0.9691186216037111,0.8713410483321987,0.5092226613965745,0.6185750736015702,1518,14.320754716981131,5.357048748353096,106
111,greek_biographies,Plutarch - Antony,0,False,False,0.972361373259195,0.8469835914737004,0.2928819090352845,0.6073728875634384,19612,11.284234752589184,5.344330002039568,1738
112,greek_biographies,Plutarch - Comparison of Timoleon and Aemilius,0,False,False,0.9776876267748479,0.8656070640176601,0.6095617529880478,0.612,502,13.944444444444445,5.5,36
113,greek_biographies,Plutarch - Themistocles,0,False,False,0.9759727858677488,0.8627464619812906,0.35018480982472877,0.5967243914807302,8387,13.312698412698413,5.3150113270537735,630
114,greek_biographies,Plutarch - Caesar,0,False,False,0.9740129047534484,0.8615902213255799,0.2954088273577091,0.6073514600987623,16902,12.951724137931034,5.347946988522068,1305
115,greek_biographies,Plutarch - Sulla,0,False,False,0.9761184156123378,0.8628756326225837,0.3328375475128078,0.6102830302507972,12102,13.752272727272727,5.3517600396628655,880
116,greek_biographies,Lucian - Demonax,0,False,False,0.9421707670043417,0.8005739385065886,0.37933025404157045,0.5488229342327151,3464,8.882051282051282,4.7517321016166285,390
117,greek_biographies,Plutarch - Cato the Younger _Minor_,0,False,False,0.9683204369594902,0.8501676551094891,0.270685243104919,0.591221116703734,17585,12.724312590448625,5.247142450952516,1382
118,greek_biographies,Plutarch - Agis and Cleomenes,0,False,False,0.970006363572085,0.8511678366305042,0.2907009609949124,0.5904658316853438,14152,14.095617529880478,5.3535189372526855,1004
119,greek_biographies,Plutarch - Dion,0,False,False,0.972400193174501,0.8522916666666667,0.3020188208799163,0.5863081950729009,12433,13.876116071428571,5.397249256012225,896
120,greek_biographies,Plutarch - Comparison of Agis and Cleomenes and the Gracchi,0,False,False,0.9778550148957299,0.8666184074457084,0.5462598425196851,0.6127311411992262,1016,14.72463768115942,5.419291338582677,69
121,greek_biographies,Plutarch - Eumenes,0,False,False,0.9631668946648427,0.8434951790633609,0.3653747652381765,0.5898506905561777,5857,13.846335697399526,5.412327129929999,423
122,greek_biographies,Plutarch - Comparison of Theseus and Romulus,0,False,False,0.9674204355108877,0.8620103986135181,0.5303408146300914,0.6177301136363635,1203,14.321428571428571,5.214463840399002,84
123,greek_biographies,Plutarch - Comparison of Pelopidas and Marcellus,0,False,False,0.9723429951690823,0.8686548223350253,0.5328554360812425,0.5953491124260355,837,14.68421052631579,5.3775388291517325,57
124,greek_biographies,Plutarch - Comparison of Dion and Brutus,0,False,False,0.9791794871794872,0.8766844919786096,0.49898373983739835,0.5828701030927834,984,14.909090909090908,5.193089430894309,66
125,greek_biographies,Plutarch - Pelopidas,0,False,False,0.967772177419355,0.8540526315789475,0.3257125591701078,0.5961987274655355,9929,13.847977684797769,5.353711350589183,717
126,greek_biographies,Plutarch - Cicero,0,False,False,0.971747824041402,0.8515708330055849,0.29948283968030087,0.5857504688901574,12762,11.773062730627306,5.206002194013477,1084
127,greek_biographies,Plutarch - Fabius Maximus,0,False,False,0.9710552147239264,0.8558471023427867,0.33827674960166687,0.5949135770234988,8159,13.828813559322034,5.231891163132737,590
128,gospel_other,NA28-043JHN,171,False,True,0.9214758056051224,0.64802671715578,0.05581492944447359,0.28105203619909497,19063,8.583070688878884,3.983947962020668,2221
129,gospel_other,NA28-042LUK,152,False,True,0.9193496417518127,0.6670132076272985,0.08916765553483641,0.35180317790189203,23596,9.199220272904483,4.331242583488727,2565
130,gospel_other,NA28-040MAT,167,False,False,0.9115712491026562,0.6564338367493706,0.07812710230075795,0.3355572988347555,22297,8.908110267678785,4.318966677131453,2503
131,gospel_other,NA28-044ACT,71,False,True,0.9275096702891878,0.7081795534231408,0.09666283084004602,0.38379412041835487,21725,11.878075451066156,4.631392405063291,1829
132,gospel_mark,NA28-041MRK,111,False,False,0.9104703655162372,0.6505681320286257,0.10063304955249945,0.33925974025974026,13743,8.562616822429906,4.383176890053118,1605
